Started parsing...
Finished parsing.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
=== TestCase 1 ===
Makespan: 240

Schedule:
Subtask 1 (O1): ECU E1 Core 1, Start 140, Finish 145
Subtask 1 (O1): ECU E3 Core 1, Start 140, Finish 145
Subtask 2 (O2): ECU E4 Core 1, Start 47, Finish 53
Subtask 3 (O3): ECU E1 Core 1, Start 0, Finish 8
Subtask 4 (O4): ECU E3 Core 2, Start 0, Finish 3
Subtask 5 (O5): ECU E4 Core 1, Start 171, Finish 181
Subtask 6 (O6): ECU E2 Core 1, Start 87, Finish 90
Subtask 7 (O1): ECU E4 Core 1, Start 53, Finish 56
Subtask 8 (O2): ECU E4 Core 1, Start 181, Finish 183
Subtask 9 (O3): ECU E1 Core 1, Start 8, Finish 20
Subtask 10 (O4): ECU E2 Core 1, Start 183, Finish 193
Subtask 11 (O5): ECU E3 Core 1, Start 0, Finish 2
Subtask 12 (O6): ECU E1 Core 1, Start 145, Finish 148
Subtask 12 (O6): ECU E4 Core 1, Start 145, Finish 148
Subtask 13 (O1): ECU E1 Core 1, Start 148, Finish 152
Subtask 14 (O2): ECU E4 Core 2, Start 26, Finish 30
Subtask 15 (O3): ECU E1 Core 1, Start 56, Finish 64
Subtask 16 (O4): ECU E3 Core 2, Start 3, Finish 13
Subtask 17 (O1): ECU E4 Core 1, Start 0, Finish 4
Subtask 18 (O2): ECU E3 Core 1, Start 177, Finish 185
Subtask 19 (O3): ECU E1 Core 1, Start 152, Finish 158
Subtask 20 (O4): ECU E1 Core 1, Start 64, Finish 74
Subtask 21 (O1): ECU E4 Core 2, Start 0, Finish 10
Subtask 22 (O2): ECU E2 Core 2, Start 25, Finish 37
Subtask 23 (O3): ECU E2 Core 2, Start 153, Finish 158
Subtask 24 (O4): ECU E1 Core 1, Start 74, Finish 84
Subtask 25 (O5): ECU E4 Core 1, Start 148, Finish 153
Subtask 26 (O1): ECU E1 Core 1, Start 197, Finish 200
Subtask 27 (O2): ECU E1 Core 1, Start 20, Finish 22
Subtask 28 (O3): ECU E2 Core 2, Start 73, Finish 77
Subtask 29 (O4): ECU E3 Core 1, Start 33, Finish 39
