Started parsing...
Finished parsing.
=== TestCase 1 ===
Makespan: 580

Schedule:
Subtask 1 (O1): ECU E4 Core 1, Start 0, Finish 27
Subtask 2 (O2): ECU E4 Core 2, Start 27, Finish 32
Subtask 3 (O3): ECU E5 Core 1, Start 27, Finish 47
Subtask 4 (O4): ECU E5 Core 2, Start 47, Finish 74
Subtask 5 (O1): ECU E6 Core 1, Start 0, Finish 40
Subtask 6 (O2): ECU E6 Core 2, Start 0, Finish 18
Subtask 7 (O3): ECU E7 Core 1, Start 0, Finish 30
Subtask 8 (O4): ECU E1 Core 1, Start 18, Finish 24
Subtask 9 (O1): ECU E8 Core 1, Start 0, Finish 9
Subtask 10 (O2): ECU E7 Core 2, Start 9, Finish 21
Subtask 11 (O3): ECU E8 Core 2, Start 0, Finish 50
Subtask 12 (O4): ECU E9 Core 1, Start 50, Finish 80
Subtask 13 (O1): ECU E6 Core 2, Start 18, Finish 36
Subtask 14 (O2): ECU E1 Core 1, Start 24, Finish 56
Subtask 15 (O3): ECU E9 Core 2, Start 0, Finish 16
Subtask 16 (O4): ECU E10 Core 1, Start 36, Finish 60
Subtask 17 (O1): ECU E10 Core 2, Start 0, Finish 20
Subtask 18 (O2): ECU E8 Core 1, Start 9, Finish 33
Subtask 19 (O3): ECU E9 Core 2, Start 16, Finish 25
Subtask 20 (O4): ECU E10 Core 2, Start 33, Finish 42
Subtask 21 (O5): ECU E7 Core 2, Start 21, Finish 29
Subtask 22 (O6): ECU E6 Core 2, Start 36, Finish 51
Subtask 23 (O1): ECU E9 Core 2, Start 25, Finish 49
Subtask 24 (O2): ECU E4 Core 1, Start 27, Finish 67
Subtask 25 (O3): ECU E7 Core 2, Start 29, Finish 53
Subtask 26 (O4): ECU E7 Core 1, Start 53, Finish 85
Subtask 27 (O5): ECU E4 Core 2, Start 53, Finish 62
Subtask 28 (O1): ECU E2 Core 1, Start 40, Finish 72
Subtask 29 (O2): ECU E8 Core 1, Start 33, Finish 41
Subtask 30 (O3): ECU E6 Core 1, Start 41, Finish 61
