Started parsing...
Finished parsing.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
=== TestCase 1 ===
Makespan: 170

Schedule:
Subtask 1 (O1): ECU E2 Core 2, Start 94, Finish 99
Subtask 2 (O2): ECU E4 Core 2, Start 39, Finish 45
Subtask 3 (O3): ECU E2 Core 1, Start 0, Finish 8
Subtask 4 (O4): ECU E4 Core 2, Start 0, Finish 3
Subtask 5 (O5): ECU E2 Core 1, Start 103, Finish 113
Subtask 6 (O6): ECU E1 Core 1, Start 84, Finish 87
Subtask 7 (O1): ECU E4 Core 2, Start 45, Finish 48
Subtask 8 (O2): ECU E4 Core 1, Start 112, Finish 114
Subtask 9 (O3): ECU E2 Core 2, Start 0, Finish 12
Subtask 10 (O4): ECU E2 Core 2, Start 123, Finish 133
Subtask 11 (O5): ECU E3 Core 1, Start 0, Finish 2
Subtask 12 (O6): ECU E1 Core 1, Start 87, Finish 90
Subtask 12 (O6): ECU E4 Core 2, Start 87, Finish 90
Subtask 13 (O1): ECU E1 Core 1, Start 90, Finish 94
Subtask 14 (O2): ECU E2 Core 1, Start 26, Finish 30
Subtask 15 (O3): ECU E2 Core 2, Start 23, Finish 31
Subtask 16 (O4): ECU E3 Core 2, Start 0, Finish 10
Subtask 17 (O1): ECU E3 Core 2, Start 10, Finish 14
Subtask 18 (O2): ECU E2 Core 2, Start 110, Finish 118
Subtask 19 (O3): ECU E2 Core 2, Start 99, Finish 105
Subtask 20 (O4): ECU E2 Core 1, Start 30, Finish 40
Subtask 21 (O1): ECU E4 Core 1, Start 0, Finish 10
Subtask 22 (O2): ECU E1 Core 1, Start 32, Finish 44
Subtask 23 (O3): ECU E4 Core 1, Start 114, Finish 119
Subtask 24 (O4): ECU E1 Core 1, Start 44, Finish 54
Subtask 25 (O5): ECU E4 Core 2, Start 90, Finish 95
Subtask 26 (O1): ECU E4 Core 1, Start 119, Finish 122
Subtask 27 (O2): ECU E1 Core 1, Start 0, Finish 2
Subtask 28 (O3): ECU E1 Core 1, Start 94, Finish 98
Subtask 29 (O4): ECU E3 Core 2, Start 44, Finish 50
Subtask 30 (O5): ECU E4 Core 2, Start 48, Finish 54
Subtask 31 (O1): ECU E3 Core 1, Start 22, Finish 32
Subtask 32 (O2): ECU E1 Core 1, Start 135, Finish 143
Subtask 33 (O3): ECU E3 Core 2, Start 14, Finish 22
Subtask 34 (O4): ECU E2 Core 1, Start 76, Finish 81
Subtask 35 (O1): ECU E2 Core 1, Start 81, Finish 87
Subtask 36 (O2): ECU E2 Core 2, Start 31, Finish 37
Subtask 37 (O3): ECU E4 Core 1, Start 10, Finish 18
Subtask 38 (O4): ECU E3 Core 2, Start 50, Finish 62
Subtask 39 (O1): ECU E3 Core 1, Start 32, Finish 42
Subtask 40 (O2): ECU E1 Core 1, Start 2, Finish 14
Subtask 41 (O3): ECU E2 Core 1, Start 45, Finish 47
Subtask 42 (O4): ECU E2 Core 1, Start 40, Finish 45
Subtask 43 (O5): ECU E1 Core 1, Start 98, Finish 101
Subtask 44 (O6): ECU E4 Core 1, Start 18, Finish 24
Subtask 45 (O1): ECU E2 Core 2, Start 133, Finish 136
Subtask 46 (O2): ECU E2 Core 1, Start 113, Finish 116
Subtask 47 (O3): ECU E2 Core 1, Start 47, Finish 50
Subtask 48 (O4): ECU E3 Core 1, Start 2, Finish 6
Subtask 49 (O5): ECU E3 Core 1, Start 112, Finish 122
Subtask 50 (O6): ECU E4 Core 2, Start 95, Finish 105
Subtask 51 (O1): ECU E2 Core 2, Start 12, Finish 17
Subtask 52 (O2): ECU E4 Core 2, Start 54, Finish 58
Subtask 53 (O3): ECU E4 Core 1, Start 61, Finish 67
Subtask 54 (O4): ECU E3 Core 2, Start 62, Finish 68
Subtask 55 (O5): ECU E1 Core 1, Start 101, Finish 107
Subtask 56 (O6): ECU E2 Core 2, Start 118, Finish 123
Subtask 57 (O1): ECU E4 Core 2, Start 3, Finish 15
Subtask 58 (O2): ECU E4 Core 2, Start 105, Finish 109
