Started parsing...
Finished parsing.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
=== TestCase 1 ===
Makespan: 92

Schedule:
Subtask 1 (O1): ECU E1 Core 1, Start 61, Finish 66
Subtask 2 (O2): ECU E3 Core 2, Start 24, Finish 28
Subtask 3 (O3): ECU E4 Core 1, Start 44, Finish 47
Subtask 4 (O4): ECU E3 Core 2, Start 20, Finish 24
Subtask 5 (O5): ECU E4 Core 2, Start 0, Finish 10
Subtask 6 (O1): ECU E1 Core 1, Start 40, Finish 43
Subtask 7 (O2): ECU E2 Core 2, Start 10, Finish 18
Subtask 8 (O3): ECU E4 Core 1, Start 0, Finish 6
Subtask 9 (O4): ECU E1 Core 1, Start 13, Finish 17
Subtask 10 (O1): ECU E3 Core 2, Start 0, Finish 3
Subtask 11 (O2): ECU E1 Core 1, Start 17, Finish 22
Subtask 11 (O2): ECU E4 Core 2, Start 17, Finish 22
Subtask 12 (O3): ECU E4 Core 1, Start 6, Finish 12
Subtask 13 (O4): ECU E3 Core 2, Start 67, Finish 71
Subtask 14 (O5): ECU E3 Core 1, Start 24, Finish 36
Subtask 15 (O6): ECU E3 Core 1, Start 17, Finish 20
Subtask 16 (O1): ECU E3 Core 1, Start 20, Finish 24
Subtask 17 (O2): ECU E3 Core 2, Start 28, Finish 32
Subtask 18 (O3): ECU E1 Core 1, Start 43, Finish 45
Subtask 19 (O4): ECU E1 Core 1, Start 66, Finish 74
Subtask 20 (O5): ECU E3 Core 2, Start 3, Finish 15
Subtask 21 (O6): ECU E2 Core 2, Start 0, Finish 6
Subtask 22 (O1): ECU E2 Core 2, Start 6, Finish 10
Subtask 23 (O2): ECU E4 Core 1, Start 47, Finish 49
Subtask 24 (O3): ECU E4 Core 2, Start 22, Finish 26
Subtask 25 (O4): ECU E4 Core 2, Start 26, Finish 29
Subtask 26 (O1): ECU E2 Core 2, Start 71, Finish 83
Subtask 27 (O2): ECU E2 Core 1, Start 0, Finish 2
Subtask 28 (O3): ECU E1 Core 1, Start 45, Finish 57
Subtask 29 (O4): ECU E4 Core 2, Start 29, Finish 35
Subtask 30 (O5): ECU E2 Core 2, Start 67, Finish 71
Subtask 31 (O6): ECU E4 Core 2, Start 10, Finish 16
Subtask 32 (O1): ECU E1 Core 1, Start 0, Finish 4
Subtask 33 (O2): ECU E3 Core 2, Start 32, Finish 36
Subtask 34 (O3): ECU E2 Core 1, Start 43, Finish 46
Subtask 35 (O4): ECU E4 Core 2, Start 35, Finish 43
Subtask 36 (O1): ECU E3 Core 2, Start 52, Finish 57
Subtask 37 (O2): ECU E1 Core 1, Start 80, Finish 83
