Started parsing...
Finished parsing.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
=== TestCase 1 ===
Makespan: 146

Schedule:
Subtask 1 (O1): ECU E1 Core 1, Start 21, Finish 33
Subtask 2 (O2): ECU E4 Core 1, Start 35, Finish 39
Subtask 3 (O3): ECU E3 Core 2, Start 97, Finish 109
Subtask 4 (O4): ECU E3 Core 1, Start 0, Finish 8
Subtask 5 (O1): ECU E2 Core 2, Start 23, Finish 31
Subtask 6 (O2): ECU E2 Core 2, Start 77, Finish 83
Subtask 7 (O3): ECU E3 Core 2, Start 47, Finish 53
Subtask 8 (O4): ECU E4 Core 2, Start 0, Finish 5
Subtask 9 (O5): ECU E4 Core 1, Start 107, Finish 115
Subtask 10 (O6): ECU E4 Core 2, Start 12, Finish 24
Subtask 11 (O1): ECU E3 Core 1, Start 31, Finish 37
Subtask 12 (O2): ECU E2 Core 2, Start 0, Finish 2
Subtask 13 (O3): ECU E2 Core 1, Start 0, Finish 6
Subtask 14 (O4): ECU E4 Core 1, Start 39, Finish 42
Subtask 15 (O5): ECU E2 Core 1, Start 51, Finish 63
Subtask 16 (O6): ECU E3 Core 2, Start 119, Finish 123
Subtask 17 (O1): ECU E1 Core 1, Start 111, Finish 113
Subtask 18 (O2): ECU E2 Core 2, Start 2, Finish 12
Subtask 19 (O3): ECU E2 Core 1, Start 29, Finish 32
Subtask 20 (O4): ECU E2 Core 1, Start 27, Finish 29
Subtask 21 (O5): ECU E2 Core 2, Start 83, Finish 85
Subtask 22 (O6): ECU E3 Core 1, Start 37, Finish 39
Subtask 23 (O1): ECU E2 Core 1, Start 6, Finish 11
Subtask 24 (O2): ECU E3 Core 1, Start 88, Finish 91
Subtask 25 (O3): ECU E3 Core 2, Start 0, Finish 8
Subtask 26 (O4): ECU E2 Core 2, Start 31, Finish 35
Subtask 27 (O5): ECU E4 Core 2, Start 50, Finish 58
Subtask 28 (O6): ECU E3 Core 1, Start 39, Finish 43
Subtask 29 (O1): ECU E3 Core 2, Start 53, Finish 55
Subtask 30 (O2): ECU E1 Core 1, Start 33, Finish 38
Subtask 31 (O3): ECU E1 Core 1, Start 113, Finish 117
Subtask 32 (O4): ECU E4 Core 1, Start 0, Finish 2
Subtask 33 (O5): ECU E2 Core 2, Start 85, Finish 90
Subtask 34 (O1): ECU E3 Core 2, Start 55, Finish 65
Subtask 35 (O2): ECU E3 Core 2, Start 65, Finish 67
Subtask 36 (O3): ECU E4 Core 1, Start 74, Finish 86
Subtask 37 (O4): ECU E1 Core 1, Start 0, Finish 2
Subtask 38 (O1): ECU E4 Core 2, Start 58, Finish 63
Subtask 39 (O2): ECU E3 Core 1, Start 43, Finish 51
Subtask 40 (O3): ECU E2 Core 1, Start 11, Finish 15
Subtask 41 (O4): ECU E1 Core 1, Start 38, Finish 48
Subtask 42 (O1): ECU E3 Core 2, Start 8, Finish 20
Subtask 43 (O2): ECU E4 Core 2, Start 5, Finish 9
Subtask 44 (O3): ECU E4 Core 2, Start 63, Finish 71
Subtask 45 (O4): ECU E4 Core 1, Start 117, Finish 127
Subtask 46 (O5): ECU E4 Core 2, Start 24, Finish 30
Subtask 47 (O6): ECU E1 Core 1, Start 48, Finish 54
Subtask 48 (O1): ECU E1 Core 1, Start 78, Finish 82
Subtask 49 (O2): ECU E3 Core 2, Start 20, Finish 23
Subtask 50 (O3): ECU E4 Core 2, Start 71, Finish 76
Subtask 51 (O4): ECU E3 Core 2, Start 67, Finish 77
Subtask 52 (O5): ECU E2 Core 2, Start 93, Finish 105
Subtask 53 (O6): ECU E2 Core 2, Start 35, Finish 43
Subtask 54 (O1): ECU E2 Core 2, Start 90, Finish 93
