Started parsing...
Finished parsing.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
=== TestCase 1 ===
Makespan: 126

Schedule:
Subtask 1 (O1): ECU E4 Core 2, Start 65, Finish 69
Subtask 52 (O2): ECU E2 Core 1, Start 20, Finish 23
Subtask 53 (O3): ECU E2 Core 2, Start 70, Finish 75
Subtask 54 (O4): ECU E2 Core 2, Start 44, Finish 46
Subtask 55 (O5): ECU E2 Core 1, Start 90, Finish 102
Subtask 56 (O1): ECU E1 Core 1, Start 99, Finish 105
Subtask 57 (O2): ECU E3 Core 2, Start 74, Finish 82
Subtask 58 (O3): ECU E4 Core 2, Start 57, Finish 61
Subtask 59 (O4): ECU E3 Core 2, Start 18, Finish 26
Subtask 60 (O5): ECU E2 Core 1, Start 0, Finish 5
Subtask 61 (O1): ECU E1 Core 1, Start 69, Finish 73
Subtask 62 (O2): ECU E3 Core 1, Start 30, Finish 36
Subtask 63 (O3): ECU E4 Core 1, Start 43, Finish 47
Subtask 64 (O4): ECU E4 Core 2, Start 24, Finish 28
Subtask 65 (O5): ECU E2 Core 2, Start 5, Finish 7
Subtask 66 (O6): ECU E4 Core 2, Start 28, Finish 30
Subtask 67 (O1): ECU E2 Core 2, Start 46, Finish 54
Subtask 68 (O2): ECU E1 Core 1, Start 43, Finish 55
Subtask 69 (O3): ECU E4 Core 1, Start 8, Finish 16
Subtask 70 (O4): ECU E2 Core 2, Start 7, Finish 17
Subtask 71 (O5): ECU E2 Core 1, Start 23, Finish 31
Subtask 72 (O6): ECU E2 Core 1, Start 55, Finish 65
Subtask 73 (O1): ECU E3 Core 2, Start 10, Finish 14
Subtask 74 (O2): ECU E4 Core 1, Start 47, Finish 52
Subtask 75 (O3): ECU E4 Core 2, Start 93, Finish 103
Subtask 76 (O4): ECU E4 Core 1, Start 52, Finish 58
Subtask 77 (O5): ECU E4 Core 1, Start 62, Finish 64
Subtask 78 (O1): ECU E2 Core 2, Start 105, Finish 111
Subtask 79 (O2): ECU E4 Core 1, Start 16, Finish 22
Subtask 80 (O3): ECU E2 Core 2, Start 54, Finish 64
Subtask 81 (O4): ECU E3 Core 2, Start 94, Finish 98
Subtask 82 (O5): ECU E4 Core 2, Start 74, Finish 82
Subtask 83 (O6): ECU E3 Core 2, Start 111, Finish 117
Subtask 84 (O1): ECU E1 Core 1, Start 73, Finish 77
Subtask 85 (O2): ECU E1 Core 1, Start 55, Finish 61
Subtask 86 (O3): ECU E2 Core 1, Start 103, Finish 106
Subtask 87 (O4): ECU E3 Core 1, Start 82, Finish 90
Subtask 88 (O5): ECU E2 Core 1, Start 36, Finish 42
Subtask 89 (O6): ECU E3 Core 1, Start 30, Finish 34
Subtask 90 (O1): ECU E3 Core 1, Start 111, Finish 123
Subtask 91 (O2): ECU E2 Core 1, Start 31, Finish 36
Subtask 92 (O3): ECU E4 Core 2, Start 82, Finish 88
Subtask 93 (O4): ECU E4 Core 2, Start 61, Finish 65
Subtask 94 (O5): ECU E3 Core 1, Start 20, Finish 26
Subtask 95 (O1): ECU E3 Core 1, Start 123, Finish 126
Subtask 96 (O2): ECU E2 Core 1, Start 65, Finish 69
Subtask 97 (O3): ECU E3 Core 2, Start 50, Finish 60
Subtask 98 (O4): ECU E4 Core 2, Start 34, Finish 40
Subtask 99 (O5): ECU E3 Core 2, Start 40, Finish 50
Subtask 100 (O1): ECU E4 Core 1, Start 22, Finish 24
Subtask 101 (O2): ECU E3 Core 2, Start 60, Finish 62
Subtask 102 (O3): ECU E1 Core 1, Start 61, Finish 69
Subtask 103 (O4): ECU E1 Core 1, Start 77, Finish 87
Load Imbalance: 34
Objective Function Value: 0.1097
Elapsed Time (this testcase): 3.46 seconds
Peak Memory Usage (this testcase): 0.842 MB
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
=== TestCase 2 ===
Makespan: 136

Schedule:
Subtask 1 (O1): ECU E2 Core 2, Start 12, Finish 14
Subtask 2 (O2): ECU E4 Core 2, Start 0, Finish 3
Subtask 3 (O3): ECU E1 Core 1, Start 38, Finish 46
Subtask 4 (O4): ECU E3 Core 2, Start 79, Finish 82
Subtask 5 (O5): ECU E2 Core 2, Start 6, Finish 12
Subtask 6 (O1): ECU E3 Core 1, Start 0, Finish 4
Subtask 7 (O2): ECU E2 Core 1, Start 43, Finish 47
Subtask 8 (O3): ECU E4 Core 1, Start 15, Finish 23
Subtask 9 (O4): ECU E1 Core 1, Start 122, Finish 124
Subtask 10 (O5): ECU E2 Core 1, Start 0, Finish 4
Subtask 11 (O6): ECU E4 Core 1, Start 81, Finish 89
Subtask 12 (O1): ECU E4 Core 1, Start 46, Finish 50
Subtask 13 (O2): ECU E2 Core 1, Start 17, Finish 27
Subtask 14 (O3): ECU E3 Core 2, Start 0, Finish 5
Subtask 15 (O4): ECU E1 Core 1, Start 46, Finish 52
Subtask 16 (O5): ECU E3 Core 2, Start 92, Finish 97
Subtask 17 (O1): ECU E3 Core 2, Start 36, Finish 41
Subtask 18 (O2): ECU E4 Core 1, Start 0, Finish 5
Subtask 19 (O3): ECU E2 Core 2, Start 85, Finish 90
Subtask 20 (O4): ECU E2 Core 2, Start 61, Finish 67
Subtask 21 (O5): ECU E4 Core 1, Start 23, Finish 25
Subtask 22 (O6): ECU E3 Core 1, Start 4, Finish 9
Subtask 23 (O1): ECU E4 Core 2, Start 57, Finish 59
Subtask 24 (O2): ECU E4 Core 1, Start 25, Finish 27
Subtask 25 (O3): ECU E4 Core 2, Start 3, Finish 9
Subtask 26 (O4): ECU E2 Core 1, Start 27, Finish 31
Subtask 27 (O5): ECU E4 Core 2, Start 9, Finish 13
Subtask 28 (O6): ECU E1 Core 1, Start 109, Finish 113
Subtask 29 (O1): ECU E3 Core 2, Start 41, Finish 53
Subtask 30 (O2): ECU E4 Core 1, Start 53, Finish 63
Subtask 31 (O3): ECU E3 Core 1, Start 9, Finish 21
Subtask 32 (O4): ECU E3 Core 1, Start 21, Finish 26
Subtask 33 (O5): ECU E3 Core 1, Start 26, Finish 38
Subtask 34 (O1): ECU E3 Core 2, Start 5, Finish 15
Subtask 35 (O2): ECU E2 Core 2, Start 15, Finish 18
Subtask 36 (O3): ECU E1 Core 1, Start 52, Finish 58
Subtask 37 (O4): ECU E3 Core 2, Start 82, Finish 88
Subtask 38 (O5): ECU E1 Core 1, Start 58, Finish 61
Subtask 38 (O5): ECU E3 Core 2, Start 58, Finish 61
Subtask 39 (O1): ECU E4 Core 1, Start 5, Finish 10
Subtask 40 (O2): ECU E2 Core 2, Start 18, Finish 26
Subtask 41 (O3): ECU E4 Core 1, Start 27, Finish 33
Subtask 42 (O4): ECU E1 Core 1, Start 0, Finish 4
Subtask 43 (O5): ECU E1 Core 1, Start 71, Finish 81
Subtask 44 (O6): ECU E3 Core 1, Start 38, Finish 40
Subtask 45 (O1): ECU E3 Core 2, Start 15, Finish 27
Subtask 46 (O2): ECU E2 Core 1, Start 31, Finish 33
Subtask 47 (O3): ECU E2 Core 2, Start 67, Finish 69
Subtask 48 (O4): ECU E2 Core 2, Start 27, Finish 39
Subtask 49 (O1): ECU E1 Core 1, Start 61, Finish 64
Subtask 50 (O2): ECU E4 Core 2, Start 31, Finish 34
Subtask 51 (O3): ECU E4 Core 1, Start 10, Finish 13
Subtask 52 (O4): ECU E1 Core 1, Start 81, Finish 91
Subtask 53 (O5): ECU E2 Core 1, Start 33, Finish 35
Subtask 54 (O6): ECU E1 Core 1, Start 4, Finish 8
Subtask 55 (O1): ECU E3 Core 1, Start 67, Finish 73
Subtask 56 (O2): ECU E1 Core 1, Start 8, Finish 18
Subtask 57 (O3): ECU E1 Core 1, Start 113, Finish 118
Subtask 58 (O4): ECU E1 Core 1, Start 64, Finish 67
Subtask 59 (O5): ECU E4 Core 1, Start 33, Finish 38
Subtask 60 (O1): ECU E4 Core 1, Start 13, Finish 15
Subtask 61 (O2): ECU E4 Core 2, Start 13, Finish 19
Subtask 62 (O3): ECU E2 Core 2, Start 39, Finish 51
Subtask 63 (O4): ECU E4 Core 1, Start 38, Finish 43
Subtask 64 (O5): ECU E3 Core 2, Start 88, Finish 92
Subtask 65 (O6): ECU E1 Core 1, Start 18, Finish 28
Subtask 66 (O1): ECU E4 Core 1, Start 63, Finish 67
Subtask 67 (O2): ECU E2 Core 1, Start 67, Finish 70
Subtask 68 (O3): ECU E3 Core 2, Start 61, Finish 64
Subtask 69 (O4): ECU E3 Core 2, Start 27, Finish 31
Subtask 70 (O5): ECU E4 Core 1, Start 43, Finish 46
Subtask 71 (O6): ECU E2 Core 1, Start 4, Finish 7
Subtask 72 (O1): ECU E2 Core 2, Start 51, Finish 56
Subtask 73 (O2): ECU E2 Core 1, Start 7, Finish 11
Subtask 74 (O3): ECU E3 Core 1, Start 77, Finish 82
Subtask 75 (O4): ECU E3 Core 1, Start 73, Finish 77
Subtask 76 (O5): ECU E1 Core 1, Start 67, Finish 71
Subtask 77 (O6): ECU E4 Core 2, Start 19, Finish 24
Subtask 78 (O1): ECU E2 Core 1, Start 70, Finish 82
Subtask 79 (O2): ECU E2 Core 1, Start 35, Finish 43
Subtask 80 (O3): ECU E4 Core 1, Start 67, Finish 70
Subtask 81 (O4): ECU E3 Core 2, Start 31, Finish 34
Subtask 82 (O5): ECU E4 Core 2, Start 34, Finish 44
Subtask 83 (O1): ECU E4 Core 2, Start 24, Finish 26
Subtask 84 (O2): ECU E3 Core 2, Start 64, Finish 70
Subtask 85 (O3): ECU E4 Core 2, Start 26, Finish 31
Subtask 86 (O4): ECU E1 Core 1, Start 118, Finish 122
Subtask 87 (O5): ECU E1 Core 1, Start 91, Finish 101
Subtask 88 (O6): ECU E2 Core 2, Start 70, Finish 80
Subtask 89 (O1): ECU E4 Core 2, Start 44, Finish 46
Subtask 90 (O2): ECU E4 Core 1, Start 70, Finish 78
Subtask 91 (O3): ECU E4 Core 2, Start 99, Finish 107
Subtask 92 (O4): ECU E2 Core 1, Start 11, Finish 17
Subtask 93 (O5): ECU E3 Core 2, Start 97, Finish 99
Subtask 94 (O6): ECU E3 Core 1, Start 107, Finish 110
Subtask 95 (O1): ECU E3 Core 2, Start 70, Finish 75
Subtask 96 (O2): ECU E4 Core 1, Start 78, Finish 81
Subtask 97 (O3): ECU E4 Core 2, Start 46, Finish 54
Subtask 98 (O4): ECU E2 Core 2, Start 90, Finish 96
Subtask 99 (O5): ECU E1 Core 1, Start 28, Finish 38
Subtask 100 (O1): ECU E3 Core 2, Start 75, Finish 79
Subtask 101 (O2): ECU E2 Core 2, Start 80, Finish 85
Subtask 102 (O3): ECU E3 Core 2, Start 99, Finish 105
Subtask 103 (O4): ECU E3 Core 2, Start 34, Finish 36
Subtask 104 (O5): ECU E1 Core 1, Start 101, Finish 109
Subtask 105 (O6): ECU E3 Core 1, Start 124, Finish 136
Subtask 106 (O1): ECU E3 Core 1, Start 82, Finish 90
Subtask 107 (O2): ECU E4 Core 2, Start 54, Finish 57
Subtask 108 (O3): ECU E2 Core 2, Start 0, Finish 6
Subtask 109 (O4): ECU E4 Core 2, Start 59, Finish 71
Subtask 110 (O5): ECU E2 Core 2, Start 56, Finish 61
Load Imbalance: 30
Objective Function Value: 0.1114
Elapsed Time (this testcase): 4.18 seconds
Peak Memory Usage (this testcase): 0.906 MB
=== TestCase 3 ===
Makespan: 134

Schedule:
Subtask 1 (O1): ECU E4 Core 2, Start 0, Finish 4
Subtask 2 (O2): ECU E4 Core 2, Start 68, Finish 76
Subtask 3 (O3): ECU E4 Core 2, Start 49, Finish 53
Subtask 4 (O4): ECU E1 Core 1, Start 32, Finish 37
Subtask 4 (O4): ECU E3 Core 2, Start 32, Finish 37
Subtask 5 (O1): ECU E4 Core 1, Start 79, Finish 84
Subtask 6 (O2): ECU E1 Core 1, Start 95, Finish 107
Subtask 7 (O3): ECU E3 Core 2, Start 0, Finish 10
Subtask 8 (O4): ECU E2 Core 2, Start 10, Finish 12
Subtask 9 (O1): ECU E3 Core 1, Start 24, Finish 30
Subtask 10 (O2): ECU E2 Core 1, Start 8, Finish 12
Subtask 11 (O3): ECU E3 Core 2, Start 67, Finish 71
Subtask 12 (O4): ECU E4 Core 2, Start 4, Finish 8
Subtask 13 (O1): ECU E3 Core 1, Start 50, Finish 52
Subtask 14 (O2): ECU E1 Core 1, Start 0, Finish 6
Subtask 15 (O3): ECU E3 Core 2, Start 79, Finish 87
Subtask 16 (O4): ECU E1 Core 1, Start 37, Finish 43
Subtask 17 (O5): ECU E4 Core 2, Start 8, Finish 20
Subtask 18 (O6): ECU E2 Core 1, Start 20, Finish 26
Subtask 19 (O1): ECU E4 Core 1, Start 0, Finish 6
Subtask 20 (O2): ECU E4 Core 2, Start 53, Finish 55
Subtask 21 (O3): ECU E4 Core 2, Start 76, Finish 84
Subtask 22 (O4): ECU E4 Core 2, Start 55, Finish 61
Subtask 23 (O1): ECU E1 Core 1, Start 6, Finish 18
Subtask 24 (O2): ECU E4 Core 2, Start 61, Finish 65
Subtask 25 (O3): ECU E3 Core 1, Start 30, Finish 34
Subtask 26 (O4): ECU E4 Core 1, Start 107, Finish 115
Subtask 27 (O5): ECU E2 Core 2, Start 82, Finish 90
Subtask 28 (O6): ECU E4 Core 1, Start 18, Finish 24
Subtask 29 (O1): ECU E3 Core 2, Start 37, Finish 47
Subtask 30 (O2): ECU E2 Core 2, Start 97, Finish 109
Subtask 31 (O3): ECU E1 Core 1, Start 18, Finish 20
Subtask 32 (O4): ECU E4 Core 1, Start 24, Finish 30
Subtask 33 (O5): ECU E4 Core 1, Start 84, Finish 88
Subtask 34 (O1): ECU E3 Core 2, Start 10, Finish 16
Subtask 35 (O2): ECU E4 Core 2, Start 84, Finish 88
Subtask 36 (O3): ECU E2 Core 1, Start 89, Finish 101
Subtask 37 (O4): ECU E2 Core 2, Start 16, Finish 28
Subtask 38 (O1): ECU E2 Core 2, Start 28, Finish 38
Subtask 39 (O2): ECU E4 Core 1, Start 88, Finish 92
Subtask 40 (O3): ECU E3 Core 1, Start 0, Finish 5
Subtask 41 (O4): ECU E3 Core 2, Start 92, Finish 102
Subtask 42 (O5): ECU E2 Core 2, Start 0, Finish 10
Subtask 43 (O6): ECU E3 Core 2, Start 47, Finish 57
Subtask 44 (O1): ECU E4 Core 2, Start 20, Finish 26
Subtask 45 (O2): ECU E3 Core 1, Start 55, Finish 57
Subtask 46 (O3): ECU E1 Core 1, Start 43, Finish 55
Subtask 47 (O4): ECU E2 Core 2, Start 38, Finish 48
Subtask 48 (O5): ECU E1 Core 1, Start 81, Finish 85
Subtask 49 (O6): ECU E4 Core 2, Start 98, Finish 103
Subtask 50 (O1): ECU E4 Core 1, Start 92, Finish 96
Subtask 51 (O2): ECU E2 Core 1, Start 67, Finish 77
Subtask 52 (O3): ECU E1 Core 1, Start 55, Finish 67
Subtask 53 (O4): ECU E2 Core 1, Start 26, Finish 31
Subtask 54 (O5): ECU E4 Core 1, Start 6, Finish 11
Subtask 55 (O1): ECU E2 Core 1, Start 31, Finish 33
Subtask 56 (O2): ECU E2 Core 2, Start 90, Finish 93
Subtask 57 (O3): ECU E3 Core 2, Start 16, Finish 22
Subtask 58 (O4): ECU E3 Core 2, Start 57, Finish 67
Subtask 59 (O1): ECU E4 Core 2, Start 26, Finish 29
Subtask 60 (O2): ECU E3 Core 2, Start 102, Finish 108
Subtask 61 (O3): ECU E2 Core 2, Start 48, Finish 50
Subtask 62 (O4): ECU E3 Core 2, Start 71, Finish 75
Subtask 63 (O1): ECU E1 Core 1, Start 67, Finish 73
Subtask 63 (O1): ECU E4 Core 1, Start 67, Finish 73
Subtask 64 (O2): ECU E4 Core 2, Start 65, Finish 68
Subtask 65 (O3): ECU E3 Core 2, Start 75, Finish 79
Subtask 66 (O4): ECU E4 Core 2, Start 29, Finish 41
Subtask 67 (O5): ECU E3 Core 1, Start 109, Finish 117
Subtask 68 (O1): ECU E3 Core 1, Start 5, Finish 11
Subtask 69 (O2): ECU E2 Core 1, Start 77, Finish 89
Subtask 70 (O3): ECU E3 Core 1, Start 115, Finish 123
Subtask 71 (O4): ECU E3 Core 1, Start 34, Finish 38
Subtask 72 (O1): ECU E4 Core 2, Start 41, Finish 45
Subtask 73 (O2): ECU E1 Core 1, Start 73, Finish 78
Subtask 74 (O3): ECU E2 Core 1, Start 101, Finish 103
Subtask 75 (O4): ECU E3 Core 1, Start 60, Finish 63
Subtask 76 (O5): ECU E3 Core 1, Start 11, Finish 19
Subtask 77 (O6): ECU E2 Core 2, Start 50, Finish 60
Subtask 78 (O1): ECU E2 Core 2, Start 93, Finish 97
Subtask 79 (O2): ECU E3 Core 2, Start 22, Finish 32
Subtask 80 (O3): ECU E2 Core 2, Start 60, Finish 66
Subtask 81 (O4): ECU E4 Core 1, Start 73, Finish 79
Subtask 82 (O5): ECU E2 Core 1, Start 33, Finish 37
Subtask 83 (O6): ECU E3 Core 1, Start 123, Finish 131
Subtask 84 (O1): ECU E1 Core 1, Start 20, Finish 22
Subtask 85 (O2): ECU E2 Core 1, Start 78, Finish 81
Subtask 86 (O3): ECU E3 Core 1, Start 131, Finish 134
Subtask 87 (O4): ECU E3 Core 1, Start 88, Finish 98
Subtask 88 (O5): ECU E3 Core 1, Start 81, Finish 87
Subtask 89 (O6): ECU E4 Core 1, Start 11, Finish 17
Subtask 90 (O1): ECU E1 Core 1, Start 22, Finish 30
Subtask 91 (O2): ECU E2 Core 2, Start 66, Finish 70
Subtask 92 (O3): ECU E1 Core 1, Start 85, Finish 91
Subtask 93 (O4): ECU E2 Core 2, Start 70, Finish 82
Subtask 94 (O1): ECU E3 Core 1, Start 19, Finish 24
Subtask 95 (O2): ECU E3 Core 1, Start 87, Finish 89
Subtask 96 (O3): ECU E2 Core 1, Start 117, Finish 123
Subtask 97 (O4): ECU E3 Core 1, Start 38, Finish 50
Subtask 98 (O5): ECU E1 Core 1, Start 91, Finish 95
Subtask 99 (O6): ECU E4 Core 2, Start 45, Finish 49
Load Imbalance: 44
Objective Function Value: 0.1196
Elapsed Time (this testcase): 4.01 seconds
Peak Memory Usage (this testcase): 0.817 MB
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
=== TestCase 4 ===
Makespan: 133

Schedule:
Subtask 1 (O1): ECU E2 Core 1, Start 4, Finish 8
Subtask 2 (O2): ECU E4 Core 1, Start 0, Finish 4
Subtask 3 (O3): ECU E1 Core 1, Start 99, Finish 109
Subtask 4 (O4): ECU E4 Core 1, Start 66, Finish 71
Subtask 5 (O5): ECU E3 Core 2, Start 32, Finish 35
Subtask 6 (O6): ECU E4 Core 1, Start 109, Finish 112
Subtask 7 (O1): ECU E2 Core 2, Start 10, Finish 20
Subtask 8 (O2): ECU E2 Core 1, Start 52, Finish 60
Subtask 9 (O3): ECU E4 Core 2, Start 0, Finish 10
Subtask 10 (O4): ECU E1 Core 1, Start 34, Finish 38
Subtask 11 (O1): ECU E2 Core 1, Start 60, Finish 65
Subtask 12 (O2): ECU E4 Core 1, Start 4, Finish 16
Subtask 13 (O3): ECU E4 Core 2, Start 25, Finish 37
Subtask 14 (O4): ECU E4 Core 1, Start 109, Finish 121
Subtask 15 (O5): ECU E2 Core 2, Start 20, Finish 32
Subtask 16 (O6): ECU E1 Core 1, Start 0, Finish 10
Subtask 17 (O1): ECU E3 Core 1, Start 22, Finish 30
Subtask 18 (O2): ECU E1 Core 1, Start 38, Finish 40
Subtask 19 (O3): ECU E3 Core 2, Start 0, Finish 4
Subtask 20 (O4): ECU E2 Core 2, Start 32, Finish 42
Subtask 21 (O5): ECU E4 Core 1, Start 16, Finish 20
Subtask 22 (O6): ECU E4 Core 2, Start 64, Finish 68
Subtask 23 (O1): ECU E2 Core 2, Start 42, Finish 52
Subtask 24 (O2): ECU E2 Core 2, Start 93, Finish 96
Subtask 25 (O3): ECU E2 Core 1, Start 14, Finish 17
Subtask 26 (O4): ECU E4 Core 2, Start 10, Finish 14
Subtask 27 (O5): ECU E1 Core 1, Start 71, Finish 79
Subtask 28 (O1): ECU E4 Core 2, Start 80, Finish 85
Subtask 29 (O2): ECU E4 Core 2, Start 68, Finish 72
Subtask 30 (O3): ECU E3 Core 2, Start 35, Finish 40
Subtask 31 (O4): ECU E1 Core 1, Start 10, Finish 16
Subtask 32 (O1): ECU E2 Core 1, Start 65, Finish 67
Subtask 33 (O2): ECU E3 Core 2, Start 86, Finish 94
Subtask 34 (O3): ECU E2 Core 2, Start 104, Finish 107
Subtask 35 (O4): ECU E3 Core 2, Start 40, Finish 46
Subtask 36 (O5): ECU E2 Core 1, Start 94, Finish 104
Subtask 37 (O6): ECU E2 Core 1, Start 0, Finish 3
Subtask 38 (O1): ECU E4 Core 2, Start 85, Finish 88
Subtask 39 (O2): ECU E2 Core 1, Start 67, Finish 70
Subtask 40 (O3): ECU E1 Core 1, Start 40, Finish 44
Subtask 41 (O4): ECU E4 Core 2, Start 14, Finish 19
Subtask 42 (O5): ECU E3 Core 1, Start 30, Finish 34
Subtask 43 (O1): ECU E4 Core 1, Start 20, Finish 24
Subtask 44 (O2): ECU E4 Core 2, Start 37, Finish 49
Subtask 45 (O3): ECU E3 Core 2, Start 121, Finish 133
Subtask 46 (O4): ECU E4 Core 1, Start 59, Finish 64
Subtask 47 (O5): ECU E2 Core 1, Start 70, Finish 80
Subtask 48 (O6): ECU E2 Core 2, Start 52, Finish 57
Subtask 49 (O1): ECU E4 Core 2, Start 19, Finish 25
Subtask 50 (O2): ECU E3 Core 1, Start 34, Finish 40
Subtask 51 (O3): ECU E4 Core 2, Start 49, Finish 54
Subtask 52 (O4): ECU E3 Core 1, Start 89, Finish 94
Subtask 53 (O5): ECU E3 Core 2, Start 4, Finish 14
Subtask 54 (O6): ECU E4 Core 1, Start 71, Finish 83
Subtask 55 (O1): ECU E3 Core 2, Start 14, Finish 20
Subtask 56 (O2): ECU E3 Core 2, Start 67, Finish 73
Subtask 57 (O3): ECU E2 Core 1, Start 20, Finish 24
Subtask 58 (O4): ECU E4 Core 2, Start 72, Finish 80
Subtask 59 (O5): ECU E2 Core 1, Start 87, Finish 91
Subtask 60 (O6): ECU E2 Core 1, Start 116, Finish 124
Subtask 61 (O1): ECU E1 Core 1, Start 44, Finish 56
Subtask 62 (O2): ECU E3 Core 2, Start 46, Finish 49
Subtask 63 (O3): ECU E1 Core 1, Start 16, Finish 22
Subtask 64 (O4): ECU E3 Core 1, Start 74, Finish 79
Subtask 65 (O5): ECU E3 Core 2, Start 49, Finish 55
Subtask 66 (O1): ECU E2 Core 1, Start 36, Finish 44
Subtask 67 (O2): ECU E1 Core 1, Start 79, Finish 91
Subtask 68 (O3): ECU E3 Core 2, Start 55, Finish 59
Subtask 69 (O4): ECU E3 Core 1, Start 94, Finish 104
Subtask 70 (O5): ECU E4 Core 1, Start 24, Finish 36
Subtask 71 (O1): ECU E4 Core 1, Start 36, Finish 42
Subtask 72 (O2): ECU E3 Core 2, Start 59, Finish 65
Subtask 73 (O3): ECU E3 Core 2, Start 99, Finish 103
Subtask 74 (O4): ECU E4 Core 2, Start 54, Finish 64
Subtask 75 (O5): ECU E1 Core 1, Start 91, Finish 99
Subtask 76 (O1): ECU E3 Core 2, Start 73, Finish 83
Subtask 77 (O2): ECU E2 Core 1, Start 44, Finish 52
Subtask 78 (O3): ECU E3 Core 1, Start 0, Finish 10
Subtask 79 (O4): ECU E4 Core 1, Start 89, Finish 92
Subtask 80 (O1): ECU E2 Core 2, Start 57, Finish 61
Subtask 81 (O2): ECU E3 Core 1, Start 104, Finish 108
Subtask 82 (O3): ECU E4 Core 1, Start 83, Finish 89
Subtask 83 (O4): ECU E1 Core 1, Start 56, Finish 61
Subtask 84 (O5): ECU E3 Core 2, Start 20, Finish 32
Subtask 85 (O1): ECU E3 Core 1, Start 10, Finish 16
Subtask 86 (O2): ECU E2 Core 2, Start 61, Finish 67
Subtask 87 (O3): ECU E4 Core 1, Start 64, Finish 66
Subtask 88 (O4): ECU E3 Core 2, Start 83, Finish 86
